sample_num,"Permeability, nD","Porosity, fraction",r100,r99,r98,r97,r96,r95,r94,r93,r92,r91,r90,r89,r88,r87,r86,r85,r84,r83,r82,r81,r80,r79,r78,r77,r76,r75,r74,r73,r72,r71,r70,r69,r68,r67,r66,r65,r64,r63,r62,r61,r60,r59,r58,r57,r56,r55,r54,r53,r52,r51,r50,r49,r48,r47,r46,r45,r44,r43,r42,r41,r40,r39,r38,r37,r36,r35,r34,r33,r32,r31,r30,r29,r28,r27,r26,r25,r24,r23,r22,r21,r20,r19,r18,r17,r16,r15,r14,r13,r12,r11,r10,r9,r8,r7,r6,r5,r4,r3,r2,r1
178,2300000,0.279,51.66899683,59.74317796,76.71490149,96.54637694,114.2052235,128.4337935,145.9443228,169.5723868,183.5618066,199.3573585,216.0559766,230.3774841,246.436507,263.3751245,278.0447414,294.0951873,305.9862723,314.0550117,322.0937026,333.2457547,345.3234008,354.9540106,364.4501679,375.1088834,387.057911,393.7744237,399.982635,406.0480102,412.0837402,417.8845516,423.5380412,431.9261784,441.0339598,447.7768567,454.0644032,458.1204568,459.8980388,462.9448488,467.8071367,475.3306524,483.327638,491.0776895,498.7990278,503.1496727,505.8310782,508.0124371,508.444332,510.1801987,523.7739245,532.599498,537.7165087,538.4213665,543.2390552,554.1938863,565.1487174,566.9227237,568.3493474,569.7759711,570.0456906,571.130998,574.9296009,578.6429458,582.3562908,588.858362,598.1491592,607.4399565,608.4526529,608.5027795,614.5228373,623.3227866,632.1227359,633.7695881,633.8218007,638.7086609,646.7630488,654.8174367,658.7410042,662.6645717,667.034845,672.6401283,678.2742251,683.9717118,690.7667213,699.5181842,713.9356396,734.5873293,737.6362657,740.688937,743.7626004,749.196341,764.1946053,778.774423,790.1207899,801.4671568,815.0041986,835.1132649,855.2223313,897.2783929,970.9994389,4551.218082
94,2600,0.0362,4.314967992,11.4642711,17.38078518,24.25934215,33.49433047,50.6483586,55.99920428,63.78167074,73.74739687,78.93867388,85.03099678,89.66379919,93.81583235,96.53610059,98.22084883,99.90559707,101.5903453,103.2750935,106.4068076,111.3718133,116.336819,121.2350545,125.3234672,129.4118799,133.5002926,137.5887052,140.8153489,142.328695,143.842041,145.3553871,146.8687331,149.694308,153.3114677,156.9286274,160.5457872,164.1629469,167.7801066,171.3972663,175.0144261,178.6315858,182.2487455,185.8659052,189.483065,192.4641827,194.8340592,197.2039357,199.5738121,201.9436886,204.3135651,206.6834415,209.053318,211.4231945,213.7930709,216.1629474,222.0555426,228.5003545,234.9451664,241.3899783,247.8347902,254.2796021,265.8239797,282.4337187,302.6210674,334.2632052,365.905343,397.5474809,429.1896187,462.2389666,496.5509651,530.8629636,565.174962,621.8175131,681.3101173,730.386018,759.9294541,789.4728902,840.7981547,916.4586874,992.11922,1074.029276,1194.988463,1311.801294,1385.859311,1459.917328,1528.09993,1594.462943,1660.825956,1770.527446,1889.303881,2008.080316,2140.191698,2302.128467,2464.065237,2626.002007,2644.974715,2644.974715,2644.974715,2644.974715,2644.974715,2644.974715
105,50000,0.087,66.96260825,69.8670202,71.47190934,72.95582252,74.77029186,77.50264825,79.31077542,81.49782435,83.72785644,86.04440172,88.38251107,92.56116031,95.20216817,97.25157434,99.00222721,101.5975876,104.1940616,106.8998993,109.6057369,112.8371018,116.0921456,119.7945085,124.9629631,130.0575054,133.9160518,139.3697558,142.6521271,145.5941223,150.5471295,155.7922718,161.6290554,169.8569618,177.469703,185.8501843,194.7913998,204.3941884,209.7650977,215.9157308,224.5110568,233.5379789,243.2352969,252.7832398,266.5746054,275.3447246,287.1914119,298.7891066,308.4562175,317.8834089,327.149384,337.4021244,348.2751875,359.2857347,371.8631209,386.9888596,400.9227039,413.8286589,426.1388051,437.818175,449.0542495,460.1810975,471.2150469,484.4864049,501.992372,510.2061274,519.082023,533.5214082,549.3228765,565.2422386,580.4141285,598.0367513,616.1385134,633.4392396,650.6894624,665.873793,680.7688654,699.6680529,719.35589,739.1559623,759.3868465,780.5934626,805.830144,835.8504269,868.2872835,891.7643413,922.8528367,952.2563982,981.3581525,1007.356773,1035.912165,1082.149165,1134.263213,1185.75908,1233.244863,1276.282892,1362.300481,1415.007669,1463.647672,1522.227423,1643.915257,1772.880456
145,4019594,0.260042,2.208999127,23.51319631,37.52844828,50.1117557,62.58879958,74.37080721,87.38701834,101.0745396,112.4552358,121.6412944,131.1218544,139.9523006,148.8501223,156.9331899,165.1620533,172.4797019,180.9379907,187.7677444,194.7180097,201.9797556,209.2796882,214.2293784,222.4705358,227.0017245,237.1131391,244.077318,250.5753021,258.1324928,265.6033931,272.3585794,277.5780135,285.8611086,292.0504383,301.3024986,308.1344875,309.4822543,314.6074383,314.6566627,319.2462992,322.6021554,330.3396675,335.9151543,342.0019827,349.0389309,357.6778769,366.8165386,376.1647096,383.9663162,391.0477251,399.2487578,408.8235295,417.7011949,427.2367865,440.8299259,442.3043021,455.3514734,458.3255867,465.1230309,467.9923497,472.8243359,484.7876868,497.2500586,507.5679235,520.9529084,536.2747817,540.1070264,561.7048781,569.9769395,587.260966,601.8565594,612.9928696,627.0940796,628.3135029,647.5663887,665.6356619,680.3556145,696.8688935,711.3802841,729.2960293,743.3253737,765.9935882,788.415804,822.5112881,846.2248347,872.3563947,902.5353016,930.2774753,964.6842125,1002.338568,1044.756652,1095.765157,1157.178228,1213.552267,1287.602595,1367.738766,1500.931363,1741.809641,2065.728435,2347.186622,2986.047452
33,25000000,0.24,2.481722575,8.650164524,14.11811227,20.76498017,24.79005308,31.95702281,37.36582366,44.03591131,52.20138802,59.83283749,67.1358902,75.03771591,83.51625948,92.77443159,102.4908125,110.8280088,118.5779394,126.3034112,134.0071419,141.7108725,149.8638285,158.0188264,166.1738242,174.1495535,182.109387,190.0692205,198.0379578,206.0405682,214.0431786,222.045789,230.0483994,239.3949754,248.9526454,258.5103155,268.0679855,277.8227367,288.6248332,299.4269298,310.2290263,321.0311229,335.8744788,353.0559918,370.2375048,389.6263798,414.5511783,439.4759768,461.241113,475.58583,484.019102,491.4147266,498.8103513,506.2059759,513.6016006,520.9972252,528.3928499,535.7884745,543.1840992,550.5797238,557.3946754,563.7027683,570.0108612,576.318954,582.6270469,588.9351398,595.2432327,601.5513255,607.8594184,614.1675113,620.4756042,626.7836971,633.0917899,639.3998828,647.1945035,656.4358343,665.6771652,674.918496,684.1598268,693.4011576,702.6424885,711.8838193,721.1251501,730.366481,739.6078118,748.8491426,760.3987787,781.2340974,802.0694161,822.9047348,843.7400536,864.5753723,885.410691,917.9626107,953.9404372,989.9182637,1042.691371,1147.405437,1308.05245,1528.650992,1934.343846,2749.549272
132,3020000,0.2029,69.14992226,86.60565459,98.69774459,124.476618,133.3580998,141.5407092,149.7233185,158.9045347,168.424111,177.9436873,187.1485742,190.1663308,193.1840874,196.2018441,199.2196007,202.2373573,205.255114,209.5844751,214.2712793,218.9580835,223.6448877,228.331692,233.0184962,237.7053004,242.3921046,247.0789088,251.765713,256.4525172,261.1393214,267.0419507,273.1921495,279.3423483,285.4925471,291.6427459,297.7929447,303.9431435,310.0933423,316.2435411,322.39374,328.5439388,334.6941376,340.8443364,346.9945352,353.144734,361.0723076,369.9575888,378.8428699,387.7281511,396.6134322,405.4987134,414.3839946,423.2692757,432.1545569,441.039838,449.9251192,458.8104003,467.6956815,476.5809626,485.4662438,494.3515249,503.2368061,512.1220872,521.0073684,529.8926496,546.0092309,562.8007438,579.5922568,596.3837698,613.1752828,629.9667958,646.7583088,663.5498218,680.3413348,697.1328478,713.9243608,730.7158738,747.5073868,764.2988998,781.0904128,797.8819258,814.6734388,831.4649518,848.2564648,865.0479778,881.8394908,898.6310038,915.4225168,932.2140298,949.0055428,965.7970558,982.5885688,999.3800817,1016.171595,1101.914412,1255.948745,1409.983079,1564.017412,1718.051745,1872.086079,2026.120412
173,3000000,0.22,1.806301005,5.029158451,19.32144588,23.8094758,32.19357928,41.96770064,43.71132769,56.53051229,71.80518385,77.89204522,90.27106865,99.53438423,104.4017317,111.0811968,126.0762584,135.9657887,141.6878153,151.5747675,165.0080789,172.4603216,176.8075551,184.187646,191.5677369,198.5715379,205.0901881,211.6088384,218.4618354,226.5233843,234.5849332,242.6464821,251.0262345,259.7244584,268.4226822,277.1209061,284.1446899,288.8538066,293.5629233,298.27204,302.9811566,307.6902733,313.5026038,320.2641199,327.025636,333.7871521,340.5486681,347.6539886,357.9946147,368.3352409,378.675867,384.8938415,389.121245,397.3086474,413.3636328,429.4186181,441.4848606,447.4274801,453.3700997,459.3127192,465.2553387,471.1979582,477.1405777,483.0831973,489.0258168,506.9184996,525.4877583,544.057017,562.6262758,581.1955345,593.7712073,605.7484351,617.7256629,629.7028907,636.8437098,643.5293782,650.2150467,656.9007151,673.6957991,697.9281685,722.1605379,746.3929073,770.6252766,794.857646,823.664561,856.3960544,889.1275477,928.0308297,971.2845024,1036.155512,1126.733624,1200.291159,1280.472771,1365.028471,1644.470343,1934.972777,2227.996219,2768.662619,3147.22158,4067.621517,5343.719744,8625.932389
134,280000,0.1034,73.73373956,75.75096646,77.76819336,79.78542026,81.76114752,83.73453379,85.92679712,88.73270533,97.35810358,110.296426,119.3377414,126.8454504,133.2149767,144.5912252,165.2084305,179.6824603,189.6968994,195.1482193,200.5995393,206.0508592,211.5021792,216.9534992,222.4048191,227.8634764,233.3497016,238.8359269,244.3221521,249.8083774,255.2946026,260.7808279,266.2670531,271.7532784,277.2395036,284.479309,292.7699234,301.0605377,309.3511521,317.6417665,325.9323809,334.2229952,342.5136096,350.804224,359.0948383,367.3854527,375.6760671,383.9666815,391.0788014,398.0271295,404.9754576,411.9237856,418.8721137,425.8204418,432.7687699,439.7170979,446.665426,453.6137541,460.5620822,467.5104102,474.4587383,481.4070664,488.3553945,495.3037225,502.2520506,509.2003787,516.1487068,523.0970349,530.0453629,536.993691,543.9420191,550.8903472,561.0137236,589.6247488,618.2357741,646.8467994,675.4578246,704.0688499,732.6798751,761.2909004,789.9019257,818.5129509,847.1239762,875.7350015,904.3460267,932.957052,961.5680773,990.1791025,1018.790128,1047.401153,1076.012178,1104.623204,1133.234229,1217.623131,1348.99097,1480.35881,1611.72665,1743.094489,1874.462329,2005.830169,2137.198008,13063.68617
35,2060000,0.1748,18.08913593,40.58394178,48.81369952,57.8550279,75.84066544,85.50141626,94.01678315,101.3688759,108.7209687,118.3643525,128.3796409,138.3949293,147.8431495,157.0877295,166.3323094,174.8911342,178.0539303,181.2167264,184.3795226,187.5423187,192.774684,198.2355719,203.6964599,209.1573478,214.6182358,220.0791237,226.7815981,233.6868024,240.5920066,247.4972109,254.4024151,261.3076194,268.2128236,275.0262275,281.5356181,288.0450088,294.5543994,301.0637901,307.5731807,314.0825713,320.591962,328.6024571,336.9177635,345.2330698,353.5483762,361.8636825,370.1789889,378.4942952,386.8096016,394.6070032,401.0859753,407.5649473,414.0439194,420.5228915,427.0018635,433.4808356,439.9598076,446.4387797,452.9177518,460.1244552,468.9331299,477.7418045,486.5504792,495.3591539,504.1678286,512.9765032,521.7851779,530.5938526,545.2670516,561.9103926,578.5537335,595.1970744,611.8404154,628.4837563,645.1270973,666.6066961,688.0930251,709.579354,731.065683,778.906946,826.7553167,874.6036873,922.452058,967.0161224,1005.510207,1044.004291,1096.147873,1171.997979,1250.395104,1368.718162,1551.595871,1797.463982,2078.181124,3316.358625,4595.709462,8409.076263,14207.41308,21574.08835,35811.05995,52656.38773
171,180000,0.012,1.938588868,32.72462728,46.80470524,60.51390167,74.78146503,85.63292297,98.7916792,112.0023951,124.9517239,155.0400375,179.1297743,198.4587307,220.354279,244.5552839,276.5535838,310.816462,342.307917,367.6796873,390.2945319,401.5670782,407.4294938,412.9564109,425.3305807,450.3680154,459.0037353,465.9284144,479.3231726,503.9342493,506.2688403,509.182358,517.0729686,532.0460093,532.0460093,540.6553843,550.6654682,558.4861659,561.6621211,569.5913345,578.8973826,585.9714339,591.6004673,610.3529763,615.7717842,619.2763416,624.5233279,633.1805013,636.7854654,637.6150897,640.3098353,644.9767467,646.8088294,648.6470219,652.9613805,660.0155258,668.3393462,668.3393462,671.5293421,673.1958117,673.1958117,673.2735294,680.9694054,687.3065746,691.3724175,692.9771408,692.9771408,698.351536,701.7990531,706.6514062,716.0864985,718.1213189,720.1621085,722.2082669,724.7769985,728.8980656,731.0225889,738.9642211,745.0109695,745.6333168,749.8762075,752.281728,753.1460993,757.2768283,769.7776334,771.9652432,772.475202,773.5530213,777.1818449,786.0426634,792.9053048,799.4043989,806.4993675,814.3868225,815.4161319,895.4825423,990.6774419,1505.240115,2491.360684,6772.811766,47664.90817,144607.6895
112,2650000,0.188,2.050326035,3.44626048,9.314165469,28.66130378,46.28395308,61.98503129,77.98801601,95.59088499,113.5597799,128.3617647,142.8438864,154.6792609,166.5146354,178.35001,190.1853845,202.020759,212.4292076,220.9355539,229.4419001,237.9482464,246.4545927,254.960939,263.4672853,270.2632671,276.9577965,283.6523259,290.3468553,297.0413847,303.7359141,310.4304435,317.1249728,323.8195022,330.5140316,337.208561,343.9030904,350.7949921,357.7179834,364.6409748,371.5639662,378.4869576,385.4099489,392.3329403,399.2559317,406.1789231,413.1019144,420.0249058,426.9478972,433.8708886,440.7938799,447.7168713,454.6398627,461.9024064,470.904536,479.9066655,488.908795,497.9109246,506.9130541,515.9151836,524.9173132,533.9194427,542.9215723,551.9237018,560.9258313,569.9279609,578.9300904,591.0598526,604.6323456,618.2048386,631.7773315,645.3498245,658.9223174,672.4948104,686.0673033,704.3618319,726.7804284,749.199025,771.6176215,794.0362181,816.4548146,838.8734111,873.7669519,909.1882968,944.6096417,980.0309866,1015.452332,1050.873676,1087.312087,1129.313247,1174.584597,1219.956218,1265.327839,1310.699459,1356.07108,1405.604521,1459.105521,1512.606522,1599.963849,1690.235582,1780.507315,13056.92151
148,7224893,0.300626,2.104478677,34.58757868,52.63078069,71.08359536,88.78805713,105.4755665,124.0625138,137.0732387,149.5819269,160.2870495,171.3876898,177.274394,187.4677878,196.5778268,205.8816157,213.5743693,222.3535035,229.4921911,238.1596622,243.3793687,252.8813762,263.7294525,268.2767989,275.6406487,281.8472724,287.1179141,302.2347934,315.3341451,322.6197548,324.9421404,331.1407089,337.010763,348.4805937,352.4955402,358.6406709,368.3484314,370.4170718,377.1482781,382.4313844,393.6753015,400.3092561,405.6605096,414.823857,421.4533015,429.4358611,440.6921642,453.8123248,460.4707224,464.0242146,474.0987702,486.544295,489.8367863,505.1846662,510.3246731,513.448951,526.5797336,537.2497668,546.0661851,554.5905575,568.4581713,572.7397936,575.7477886,589.1463324,599.5526777,605.1966312,619.8356505,627.6113198,632.8215877,639.7800785,656.1951893,665.663399,683.7277621,700.014508,712.3622091,726.1417196,743.6909385,762.9877624,784.5851927,797.7186183,823.3641632,840.4006072,863.5006477,886.8005285,925.4210437,959.3190472,981.0726472,1017.235784,1071.947989,1105.946577,1150.855531,1186.564755,1245.828394,1294.129795,1436.805241,1511.205811,1631.368157,1806.272832,1993.602267,2416.711406,3057.196944
74,7200000,0.1285,1.552566283,9.153229294,34.69841308,67.39093814,100.828891,130.5460452,154.1562178,175.9383473,191.4052787,198.808725,208.4452467,220.9219113,233.309875,243.3823757,252.3697272,259.0856103,265.8014933,283.6626733,302.4153493,319.4825694,322.1809789,324.8793884,327.5777979,333.8884261,342.6385745,351.388723,360.1388714,368.3287073,376.2506604,384.1726135,392.0945666,399.8129403,406.863472,413.9140038,420.9645355,428.0150672,436.4586446,445.8300116,455.2013787,464.5727457,473.9441128,482.0181894,489.0949102,496.171631,503.2483519,510.3250727,518.0260023,526.5433507,535.0606991,543.5780474,552.0953958,560.6127442,568.6806873,576.7473908,584.8140944,592.8807979,600.9475015,609.014205,617.2670284,625.5255377,633.7840471,642.0425564,650.3010657,658.5595751,667.1096822,676.350503,685.5913239,694.8321447,704.0729655,713.3137864,722.5546072,731.9119852,741.9223085,751.9326317,761.942955,771.9532782,781.9636015,791.9739247,805.034525,819.740773,834.4470211,849.1532692,863.8595172,878.5657653,895.0536872,913.8090914,932.5644956,951.3198997,970.0753039,997.2319744,1025.928548,1054.625121,1086.371382,1122.084668,1159.666142,1231.247209,1324.450522,1502.247897,1889.325917,3442.214772
167,2560000,0.1045,1.679,2.80373213,6.690437451,23.64959587,50.6155998,84.38568984,114.0404988,146.2731237,177.0626932,202.405615,228.581128,255.8923149,280.8690644,298.690239,316.5114135,334.3325881,350.9158435,364.596914,378.2779844,391.9590548,405.6401253,419.3211957,433.0022661,440.2671971,446.3962883,452.5253796,458.6544708,464.7835621,470.9126534,477.0417446,483.1708359,489.2999271,495.4290184,501.5581096,507.6872009,513.8162922,519.9453834,526.0744747,532.2035659,537.9636684,541.9490738,545.9344792,549.9198846,553.90529,557.8906955,561.8761009,565.8615063,569.8469117,573.8323172,577.8177226,581.803128,585.7885334,589.7739389,593.7593443,597.7447497,601.7301551,605.7155605,609.700966,613.6863714,617.6717768,621.6571822,625.6425877,629.6279931,633.6133985,637.5988039,641.5842093,645.5696148,649.5550202,653.5404256,657.525831,661.5112365,665.4966419,669.4820473,673.4674527,677.4528582,685.0830797,695.7168065,706.3505333,716.9842602,727.617987,738.2517139,748.8854407,759.5191675,770.1528944,780.7866212,791.4203481,802.0540749,812.6878017,867.9216363,999.6234911,1176.73383,1754.144529,2821.114457,3396.17709,3870.518911,6116.064742,10283.19367,14108.27388,20388.09134,38265.16399
34,3000000,0.19,3.019775894,3.365148571,3.550202981,3.67617437,3.835634335,4.044355608,4.910549846,42.79793948,86.41510433,113.1036282,143.2266217,182.0096186,199.5226569,213.2191038,229.5546192,248.2191274,256.1758954,262.5238805,269.4131769,276.3024733,284.7768861,294.5444106,304.3119351,314.0794596,324.1100471,334.5382125,344.9663779,355.3945433,365.4003788,374.2053789,383.0103789,391.815379,400.765918,409.9752911,419.1846642,428.3940373,437.6034104,444.9518849,451.9703836,458.9888823,466.007381,473.4564844,483.1652218,492.8739591,502.5826965,512.2914339,522.0001712,531.6453603,541.2468836,550.8484068,560.4499301,570.0514533,579.9655802,590.3259559,600.6863315,611.0467072,621.4070828,630.6248393,633.6858521,636.746865,639.8078778,642.8688906,645.9299034,650.3543682,656.1467669,661.9391655,667.7315641,673.5239627,681.6078422,694.2869258,706.9660094,719.6450929,732.3241765,753.8024114,777.3991242,800.995837,824.5925498,840.4050098,851.1625821,861.9201544,872.6777267,889.1626963,919.8576678,950.5526393,981.2476108,1010.935096,1040.215116,1069.495136,1098.775157,1127.774545,1156.720048,1185.665551,1221.514158,1280.044058,1338.573958,1399.076884,1465.912944,1532.554803,1596.787003,1693.181531
166,11540000,0.155,1.653,4.387475368,13.9312406,31.22526947,45.4321958,79.19750245,124.3329277,166.1063409,203.8041009,240.9104658,277.5621464,303.0433779,326.5596944,349.1281174,370.0615601,390.9950028,411.9284454,428.6874816,444.6932453,460.699009,476.7047726,492.7105363,508.7163,524.7220637,538.4623824,543.9584366,549.4544908,554.950545,560.4465992,565.9426534,571.4387077,576.9347619,582.4308161,587.9268703,593.4229245,598.9189787,604.4150329,609.9110871,615.4071413,620.9031955,626.3992497,631.8953039,637.3913581,642.8874123,648.3834666,653.8795208,659.375575,664.8716292,670.3676834,675.8637376,681.3257225,686.7328848,692.1400471,697.5472094,702.9543717,708.361534,713.7686963,719.1758586,724.5830208,729.9901831,735.3973454,740.8045077,746.21167,751.6188323,757.0259946,762.4331569,767.8403191,773.2474814,778.6546437,784.061806,789.4689683,794.8761306,800.2832929,805.6904552,811.0976175,816.5047797,821.911942,827.3191043,832.7262666,838.1334289,854.4315918,872.3789278,890.3262638,908.2735998,926.2209358,944.1682718,962.1156078,980.0629438,998.0102798,1015.957616,1033.904952,1051.852288,1072.219841,1134.995055,1197.770269,1260.545482,1499.718992,1997.620439,5100.07807,13799.02358
93,14400,0.0381,1.8,3.663673515,4.352956985,5.364417649,6.461987068,8.817247903,11.11168268,12.63793995,16.87025803,21.28081624,25.62513273,32.51245946,33.13411827,39.1635724,43.2610826,48.61850846,52.77604735,56.63089508,59.91015555,63.59447711,68.30373763,73.60363665,78.05759047,81.51317907,85.06177474,90.9909646,96.41455485,100.4108601,104.5973819,109.5097682,114.4287713,117.9996739,122.0030413,126.0061118,130.376932,136.5519073,138.7585244,140.6303457,144.0950164,149.8013929,151.557588,154.1040347,157.2514723,162.5688873,166.7610147,168.7083439,172.0516901,175.8185009,180.6348901,182.6769399,185.3028955,190.3749335,191.9194743,193.3477917,196.7612012,200.9365367,202.771104,204.8302456,207.6221607,213.9731118,219.9400677,224.4598669,229.4518703,234.8144133,240.3477269,245.9982408,251.3436954,253.9229319,257.9583759,263.9896335,279.4567351,291.0739638,303.1134051,313.9774994,336.613666,359.6265416,385.2563089,418.1915368,478.6015228,591.9863566,740.6111103,980.6727536,1847.95442,2665.616187,4974.979753,8101.460337,11837.23274,17584.6198,23148.88239,28677.11859,36278.15297,46242.80068,52974.37628,63634.6955,71690.70376,81452.67528,95528.80722,112785.8018,125447.4279,145789.3538
72,7600000,0.204,1.609410246,42.09746687,78.08759524,110.7623419,134.6022542,154.5978583,172.0475051,188.9033959,202.153563,216.770622,233.6446403,245.9819453,253.6469819,259.1711105,278.2992479,297.701943,312.1905763,325.9619841,337.278102,344.9004913,352.5228806,359.8261411,366.8080509,373.7899608,380.6118888,383.1983923,385.7848958,388.3713994,394.8542874,404.282706,413.7111246,423.1395432,432.1149534,440.8980305,449.6811077,458.4641849,464.7091553,468.7667276,472.8242999,476.8818723,482.4271709,493.0328892,503.6386074,514.2443257,524.833649,533.0646803,541.2957116,549.5267428,557.7577741,566.709499,576.0090432,585.3085875,594.6081318,605.3811523,621.4622653,637.5433783,653.6244913,668.2402861,668.3516988,668.4631115,668.5745243,668.685937,681.4959176,697.6235931,713.7512686,729.8789441,749.9199593,771.6505844,793.3812095,815.1118346,832.6371894,848.2401607,863.8431319,879.4461032,899.1127737,920.7142191,942.3156645,963.91711,990.6716786,1017.670583,1044.669487,1067.208847,1088.477336,1109.745825,1124.749272,1139.41081,1163.649193,1218.532292,1273.41539,1329.915339,1387.059348,1441.609405,1494.54136,1513.848588,1522.856793,1662.970186,1772.474674,1865.808762,2016.683281,2262.674826
78,827000,0.112,1.756599927,12.13470484,18.03704454,24.16249731,30.34787147,36.69043132,41.60591475,46.24082686,51.57165437,55.70464607,60.5691791,65.95731749,70.60371472,75.47100077,80.5057929,86.50315797,93.2845546,102.1540568,110.5558731,118.5092945,129.4797272,141.0820042,152.1833428,162.0810471,177.1335516,195.2387669,212.3685684,229.052261,243.3636435,261.5123836,281.5505066,296.306357,313.3132226,336.2407859,357.828969,378.1548007,398.4806324,418.806464,435.5622662,451.6878842,467.8135022,481.5133245,495.0039148,508.4945051,525.8442352,544.8500736,563.8559119,582.8617502,599.9244077,615.6860124,631.4476171,647.2092218,662.9708265,678.7324312,689.8074184,700.303194,710.7989697,721.2947453,731.790521,742.2862966,752.7820723,765.3133732,779.3514499,793.3895267,807.4276034,821.4656802,835.5037569,849.5418337,863.5799104,877.6179872,890.9767961,901.7768266,912.5768571,923.3768876,934.1769182,944.9769487,955.7769792,966.5770097,977.3770403,988.1770708,998.9771013,1010.325544,1023.424927,1036.524309,1049.623692,1062.723075,1075.822457,1088.92184,1102.021222,1115.120605,1128.219987,1141.31937,1164.668568,1188.035854,1211.403141,1234.770427,1274.821013,1334.333512,1405.464446,1564.283311
111,850000,0.14,1.743232653,4.967694832,16.29733929,30.76629032,48.7661393,69.28972858,90.82100282,118.3877578,145.4567729,171.0597661,196.4828036,220.1445487,240.7735597,259.4396371,278.1057145,296.7717919,291.6285232,292.7345703,307.6289395,322.5233087,337.1130155,351.0155078,364.9180001,378.8204924,392.4200848,404.9571267,417.4941686,430.0312105,442.5408248,454.5427633,466.5447018,478.5466403,490.5485788,502.5505173,514.2575711,525.5918195,536.8144926,547.7613289,558.7081652,569.6550015,580.5737267,591.4248971,602.2760676,612.974367,623.6184401,634.2625133,644.8656664,654.9584366,665.0055775,674.7778478,684.5501181,694.3223884,704.0946587,713.866929,723.6391993,733.4114696,743.18374,752.9560103,762.7282806,772.5005509,782.2728212,792.0450915,801.8173618,811.5896321,821.3619024,831.2668199,841.3267495,851.386679,861.4466085,871.506538,881.5664675,891.626397,901.6863265,911.746256,921.8061855,931.866115,941.9260445,951.985974,962.0459035,972.105833,982.1657625,992.225692,1002.285622,1012.345551,1023.349118,1035.066817,1046.784515,1060.694901,1079.827785,1098.960669,1118.093553,1137.226438,1156.359322,1188.43676,1236.117842,1283.798923,1331.480005,1379.161087,1496.245764,1712.846073
77,1278000,0.151,1.952141518,13.93197198,25.18357661,40.3191112,56.7110081,72.97972128,85.8878251,97.32562222,107.3262916,115.6693105,125.7916705,139.2485915,148.8392171,157.8743761,166.2641377,177.0955574,191.4349421,204.5632523,215.4963318,226.3946685,237.2132254,250.4264279,267.2571618,284.0878957,302.5551793,321.1945568,337.4449389,347.0760043,356.7070697,366.5842957,381.7688978,396.9534999,412.138102,427.2885963,442.3839504,457.4793045,472.5746586,487.2539014,499.2717492,511.2895969,523.3074446,535.3252923,544.9562654,552.9802871,561.0043089,569.0283306,577.0523523,588.9842979,603.2784571,617.5726163,631.8667754,646.1609346,660.4550937,674.7492529,686.9000935,697.6077411,708.3153887,719.0230362,729.7306838,740.4383314,751.1459789,762.523583,774.7949657,787.0663485,799.3377312,811.6091139,823.8804966,836.1518794,848.4232621,862.075129,880.221752,898.368375,916.514998,934.661621,952.808244,970.954867,989.10149,1007.069306,1020.71322,1034.357135,1048.001049,1061.644963,1075.288877,1088.932792,1102.576706,1116.22062,1132.178869,1149.124551,1166.070233,1183.015915,1199.961597,1216.907279,1233.852961,1255.869136,1293.997842,1332.126548,1370.255255,1408.383961,1501.707103,1750.978976
179,2920000,0.226,2.035432851,44.38053558,65.23113359,80.32450489,97.1640195,114.4778491,128.3773559,143.5268345,155.5932714,170.9027068,183.6224205,199.6107319,209.6998341,220.457307,230.9238541,241.4933882,250.5965413,263.9985374,276.6366676,293.6788336,299.6307295,310.74035,322.5132378,334.9524898,341.9080982,361.8214793,376.6819101,389.2456718,399.7256957,413.4251007,416.8248687,435.2880247,448.2296846,462.0145255,484.231285,489.0365763,493.9762989,507.1403751,519.5557647,521.060656,538.0105241,551.190804,562.8054409,572.5178026,582.5500185,594.1011504,607.9062538,618.574271,626.5645313,637.5673109,658.4741022,677.0079206,680.9829818,685.0074643,690.4285275,703.3801799,728.6184449,741.0544422,749.7143609,753.5480345,761.8941847,774.5108888,781.7994213,810.5381473,821.8223426,827.775676,833.7824663,845.899311,859.5417142,863.9425615,869.3364066,887.5624246,901.3983318,914.6872115,928.9244592,946.3694075,963.6713673,1000.298639,1009.22698,1014.328763,1024.447014,1031.145218,1059.368448,1069.407923,1087.210249,1107.290739,1118.251386,1125.561382,1171.08663,1195.178657,1221.593186,1244.53941,1278.38553,1319.970839,1379.780442,1396.854648,1486.832023,1588.634787,1679.823867,1924.548392
